ID,Entity,Town,State,Year,Amount ($),Type
676,Alabama Educational Television Commission,Birmingham,Alabama,2020,32379,Other System Support
677,Alabama Educational Television Commission,Birmingham,Alabama,2020,88000,Ready To Learn
678,WBHM,Birmingham,Alabama,2020,510519,Other System Support
679,WBHM,Birmingham,Alabama,2020,152798,Radio Community Service Grant
680,WBHM,Birmingham,Alabama,2020,75000,Radio Fiscal Stabilization Grant
681,WBHM,Birmingham,Alabama,2020,382890,Radio Programming
682,WLRH,Huntsville,Alabama,2020,75000,Radio Fiscal Stabilization Grant
683,WVAS,Montgomery,Alabama,2020,118300,Radio Community Service Grant
684,WVAS,Montgomery,Alabama,2020,112136,Radio Fiscal Stabilization Grant
685,WTSU,Troy,Alabama,2020,107420,Radio Community Service Grant
686,WTSU,Troy,Alabama,2020,75000,Radio Fiscal Stabilization Grant
687,WUAL,Tuscaloosa,Alabama,2020,147528,Radio Community Service Grant
688,"Alaska Public Broadcasting, Inc.",Anchorage,Alaska,2020,10000,Other System Support
689,KAKM,Anchorage,Alaska,2020,13162,Other System Support
690,KAKM,Anchorage,Alaska,2020,260205,Television Fiscal Stabilization Grant
691,KNBA,Anchorage,Alaska,2020,263460,Radio Community Service Grant
692,KNBA,Anchorage,Alaska,2020,112136,Radio Fiscal Stabilization Grant
693,KSKA,Anchorage,Alaska,2020,112136,Radio Fiscal Stabilization Grant
694,KBRW,Barrow,Alaska,2020,203714,Radio Community Service Grant
695,KBRW,Barrow,Alaska,2020,112136,Radio Fiscal Stabilization Grant
696,KYUK,Bethel,Alaska,2020,768963,Television Community Service Grant
697,KYUK,Bethel,Alaska,2020,260205,Television Fiscal Stabilization Grant
698,KCUK,Chevak,Alaska,2020,3000,Other System Support
699,KDLG,Dillingham,Alaska,2020,192390,Radio Community Service Grant
700,KDLG,Dillingham,Alaska,2020,112136,Radio Fiscal Stabilization Grant
701,KRFF,Fairbanks,Alaska,2020,143499,Radio Community Service Grant
702,KUAC,Fairbanks,Alaska,2020,183959,Radio Community Service Grant
703,KUAC,Fairbanks,Alaska,2020,112136,Radio Fiscal Stabilization Grant
704,KUAC,Fairbanks,Alaska,2020,826787,Television Community Service Grant
705,KIYU,Galena,Alaska,2020,185030,Radio Community Service Grant
706,KIYU,Galena,Alaska,2020,112136,Radio Fiscal Stabilization Grant
707,KHNS,Haines,Alaska,2020,118636,Radio Community Service Grant
708,KBBI,Homer,Alaska,2020,112136,Radio Fiscal Stabilization Grant
709,KTOO,Juneau,Alaska,2020,12125,Other System Support
710,KTOO,Juneau,Alaska,2020,151521,Radio Community Service Grant
711,KTOO,Juneau,Alaska,2020,260205,Television Fiscal Stabilization Grant
712,KDLL,Kenai,Alaska,2020,95673,Radio Community Service Grant
713,KDLL,Kenai,Alaska,2020,112136,Radio Fiscal Stabilization Grant
714,KMXT,Kodiak,Alaska,2020,118435,Radio Community Service Grant
715,KMXT,Kodiak,Alaska,2020,112136,Radio Fiscal Stabilization Grant
716,KOTZ,Kotzebue,Alaska,2020,183318,Radio Community Service Grant
717,KOTZ,Kotzebue,Alaska,2020,112136,Radio Fiscal Stabilization Grant
718,KFSK,Petersburg,Alaska,2020,121205,Radio Community Service Grant
719,KFSK,Petersburg,Alaska,2020,112136,Radio Fiscal Stabilization Grant
720,KSDP,Sand Point,Alaska,2020,185030,Radio Community Service Grant
721,KCAW,Sitka,Alaska,2020,112136,Radio Fiscal Stabilization Grant
722,KUHB,St. Paul,Alaska,2020,185030,Radio Community Service Grant
723,KUHB,St. Paul,Alaska,2020,112136,Radio Fiscal Stabilization Grant
724,KNSA,Unalakleet,Alaska,2020,185030,Radio Community Service Grant
725,KNSA,Unalakleet,Alaska,2020,112136,Radio Fiscal Stabilization Grant
726,KUCB,Unalaska,Alaska,2020,185030,Radio Community Service Grant
727,KSTK,Wrangell,Alaska,2020,110643,Radio Community Service Grant
728,KSTK,Wrangell,Alaska,2020,112136,Radio Fiscal Stabilization Grant
729,KOHN,Covered Wells,Arizona,2020,112136,Radio Fiscal Stabilization Grant
730,KNAU,Flagstaff,Arizona,2020,242053,Radio Community Service Grant
731,KNAU,Flagstaff,Arizona,2020,112136,Radio Fiscal Stabilization Grant
732,KAET,Phoenix,Arizona,2020,35938,Other System Support
733,KAET,Phoenix,Arizona,2020,88000,Ready To Learn
734,KAET,Phoenix,Arizona,2020,1860236,Television Community Service Grant
735,KBAQ,Tempe,Arizona,2020,75000,Radio Fiscal Stabilization Grant
736,KJZZ,Tempe,Arizona,2020,589288,Radio Community Service Grant
737,KJZZ,Tempe,Arizona,2020,75000,Radio Fiscal Stabilization Grant
738,KUAT,Tucscon,Arizona,2020,22249,Other System Support
739,KUAT,Tucscon,Arizona,2020,1167172,Television Community Service Grant
740,KUAT,Tucscon,Arizona,2020,200000,Television Fiscal Stabilization Grant
741,KUAZ,Tucson,Arizona,2020,365425,Radio Community Service Grant
742,KXCI,Tucson,Arizona,2020,75000,Radio Fiscal Stabilization Grant
743,KNNB,Whiteriver,Arizona,2020,143499,Radio Community Service Grant
744,KNNB,Whiteriver,Arizona,2020,112136,Radio Fiscal Stabilization Grant
745,Arkansas Educational Television Commission,Conway,Arkansas,2020,35648,Other System Support
746,Arkansas Educational Television Commission,Conway,Arkansas,2020,2011471,Television Community Service Grant
747,Arkansas Educational Television Commission,Conway,Arkansas,2020,260205,Television Fiscal Stabilization Grant
748,KUAR,Little Rock,Arkansas,2020,121928,Radio Community Service Grant
749,KUAR,Little Rock,Arkansas,2020,75000,Radio Fiscal Stabilization Grant
750,KASU,State University,Arkansas,2020,135533,Radio Community Service Grant
751,KHSU,Arcata,California,2020,178571,Radio Community Service Grant
752,Latino Public Broadcasting,Burbank,California,2020,572048,Other System Support
753,Latino Public Broadcasting,Burbank,California,2020,786543,Television Programming
754,KCHO,Chico,California,2020,189012,Radio Community Service Grant
755,KZFR,Chico,California,2020,112136,Radio Fiscal Stabilization Grant
756,KOCE,Costa Mesa,California,2020,75056,Ready To Learn
757,KEET,Eureka,California,2020,10967,Other System Support
758,KSJV,Fresno,California,2020,229056,Radio Community Service Grant
759,KSJV,Fresno,California,2020,112136,Radio Fiscal Stabilization Grant
760,KVPR,Fresno,California,2020,169583,Radio Community Service Grant
761,KVPT,Fresno,California,2020,200000,Television Fiscal Stabilization Grant
762,KIDE,Hoopa,California,2020,143499,Radio Community Service Grant
763,KIDE,Hoopa,California,2020,112136,Radio Fiscal Stabilization Grant
764,KXRN,Laguna Beach,California,2020,112136,Radio Fiscal Stabilization Grant
765,KKJZ,Long Beach,California,2020,106748,Radio Community Service Grant
766,KKJZ,Long Beach,California,2020,75000,Radio Fiscal Stabilization Grant
767,KLCS,Los Angeles,California,2020,13115,Other System Support
768,KLCS,Los Angeles,California,2020,21676,Ready To Learn
769,KLCS,Los Angeles,California,2020,675783,Television Community Service Grant
770,KLCS,Los Angeles,California,2020,200000,Television Fiscal Stabilization Grant
771,KUSC,Los Angeles,California,2020,75000,Radio Fiscal Stabilization Grant
772,National Association of Latino Independent Producers,Los Angeles,California,2020,12500,Other System Support
773,KVMR,Nevada City,California,2020,174132,Radio Community Service Grant
774,KVMR,Nevada City,California,2020,112136,Radio Fiscal Stabilization Grant
775,KPCC,Pasadena,California,2020,75000,Radio Fiscal Stabilization Grant
776,KZYX,Philo,California,2020,120312,Radio Community Service Grant
777,KZYX,Philo,California,2020,112136,Radio Fiscal Stabilization Grant
778,KWMR,Point Reyes Station,California,2020,116501,Radio Community Service Grant
779,KIXE,Redding,California,2020,11941,Other System Support
780,KIXE,Redding,California,2020,750021,Television Community Service Grant
781,KIXE,Redding,California,2020,260205,Television Fiscal Stabilization Grant
782,KMUD,Redway,California,2020,114888,Radio Community Service Grant
783,KRCB,Rohnert Park,California,2020,24534,Other System Support
784,KRCB,Rohnert Park,California,2020,72313,Radio Community Service Grant
785,KRCB,Rohnert Park,California,2020,112136,Radio Fiscal Stabilization Grant
786,KRCB,Rohnert Park,California,2020,375557,Television Community Service Grant
787,"Capital Public Radio, Inc.",Sacramento,California,2020,558100,Other System Support
788,KVIE,Sacramento,California,2020,32612,Other System Support
789,KVIE,Sacramento,California,2020,1688659,Television Community Service Grant
790,KVIE,Sacramento,California,2020,200000,Television Fiscal Stabilization Grant
791,KXJZ,Sacramento,California,2020,469139,Radio Community Service Grant
792,KXPR,Sacramento,California,2020,250717,Radio Community Service Grant
793,KXPR,Sacramento,California,2020,75000,Radio Fiscal Stabilization Grant
794,KVCR,San Bernardino,California,2020,12481,Other System Support
795,KVCR,San Bernardino,California,2020,644814,Television Community Service Grant
796,KPBS,San Diego,California,2020,51062,Other System Support
797,KPBS,San Diego,California,2020,592636,Radio Community Service Grant
798,KPBS,San Diego,California,2020,75000,Radio Fiscal Stabilization Grant
799,KPBS,San Diego,California,2020,2632191,Television Community Service Grant
800,KSDS,San Diego,California,2020,139819,Radio Community Service Grant
801,KSDS,San Diego,California,2020,75000,Radio Fiscal Stabilization Grant
802,Center for Asian American Media,San Francisco,California,2020,546201,Other System Support
803,Center for Asian American Media,San Francisco,California,2020,812390,Television Programming
804,"Independent Television Service, Inc.",San Francisco,California,2020,2200000,Other System Support
805,KALW,San Francisco,California,2020,223457,Radio Community Service Grant
806,KALW,San Francisco,California,2020,75000,Radio Fiscal Stabilization Grant
807,KQED,San Francisco,California,2020,85117,Other System Support
808,KQED,San Francisco,California,2020,2132470,Radio Community Service Grant
809,KQED,San Francisco,California,2020,4384200,Television Community Service Grant
810,KQED,San Francisco,California,2020,200000,Television Fiscal Stabilization Grant
811,KQED,San Francisco,California,2020,374782,Television Programming
812,KCBX,San Luis Obispo,California,2020,169644,Radio Community Service Grant
813,KCBX,San Luis Obispo,California,2020,112136,Radio Fiscal Stabilization Grant
814,KCSM,San Mateo,California,2020,75000,Radio Fiscal Stabilization Grant
815,KCRW,Santa Monica,California,2020,1225823,Radio Community Service Grant
816,KCRW,Santa Monica,California,2020,75000,Radio Fiscal Stabilization Grant
817,KAZU,Seaside,California,2020,164727,Radio Community Service Grant
818,KCLU,Thousand Oaks,California,2020,153851,Radio Community Service Grant
819,KCLU,Thousand Oaks,California,2020,75000,Radio Fiscal Stabilization Grant
820,KRZA,Alamosa,Colorado,2020,152178,Radio Community Service Grant
821,KAJX,Aspen,Colorado,2020,161892,Radio Community Service Grant
822,KAJX,Aspen,Colorado,2020,112136,Radio Fiscal Stabilization Grant
823,KGNU,Boulder,Colorado,2020,106144,Radio Community Service Grant
824,KGNU,Boulder,Colorado,2020,75000,Radio Fiscal Stabilization Grant
825,KDNK,Carbondale,Colorado,2020,122908,Radio Community Service Grant
826,KDNK,Carbondale,Colorado,2020,112136,Radio Fiscal Stabilization Grant
827,KVOD,Centennial,Colorado,2020,439818,Other System Support
828,KVOD,Centennial,Colorado,2020,1036547,Radio Community Service Grant
829,KCME,Colorado Springs,Colorado,2020,104650,Radio Community Service Grant
830,KCME,Colorado Springs,Colorado,2020,75000,Radio Fiscal Stabilization Grant
831,KRCC,Colorado Springs,Colorado,2020,152862,Radio Community Service Grant
832,KRCC,Colorado Springs,Colorado,2020,75000,Radio Fiscal Stabilization Grant
833,KSJD,Cortez,Colorado,2020,112136,Radio Fiscal Stabilization Grant
834,KBUT,Crested Butte,Colorado,2020,116653,Radio Community Service Grant
835,KBUT,Crested Butte,Colorado,2020,112136,Radio Fiscal Stabilization Grant
836,KBDI,Denver,Colorado,2020,9535,Other System Support
837,KBDI,Denver,Colorado,2020,504437,Television Community Service Grant
838,KRMA,Denver,Colorado,2020,32960,Other System Support
839,KRMA,Denver,Colorado,2020,1861067,Television Community Service Grant
840,KRMA,Denver,Colorado,2020,200000,Television Fiscal Stabilization Grant
841,KUVO,Denver,Colorado,2020,123726,Radio Community Service Grant
842,KUVO,Denver,Colorado,2020,150000,Radio Programming
843,KDUR,Durango,Colorado,2020,114344,Radio Community Service Grant
844,KDUR,Durango,Colorado,2020,112136,Radio Fiscal Stabilization Grant
845,KRFC,Fort Collins,Colorado,2020,72313,Radio Community Service Grant
846,KAFM,Grand Junction,Colorado,2020,72313,Radio Community Service Grant
847,KAFM,Grand Junction,Colorado,2020,112136,Radio Fiscal Stabilization Grant
848,KUNC,Greeley,Colorado,2020,283825,Radio Community Service Grant
849,KUNC,Greeley,Colorado,2020,75000,Radio Fiscal Stabilization Grant
850,KSUT,Ignacio,Colorado,2020,394165,Radio Community Service Grant
851,KVNF,Paonia,Colorado,2020,117925,Radio Community Service Grant
852,KVNF,Paonia,Colorado,2020,112136,Radio Fiscal Stabilization Grant
853,"National Federation of Community Broadcasters, Inc.",Paonia,Colorado,2020,349634,Other System Support
854,KOTO,Telluride,Colorado,2020,114005,Radio Community Service Grant
855,WSHU,Fairfield,Connecticut,2020,288759,Radio Community Service Grant
856,WSHU,Fairfield,Connecticut,2020,75000,Radio Fiscal Stabilization Grant
857,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2020,430850,Other System Support
858,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2020,401091,Radio Community Service Grant
859,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2020,1628311,Television Community Service Grant
860,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2020,200000,Television Fiscal Stabilization Grant
861,WMNR,Monroe,Connecticut,2020,84322,Radio Community Service Grant
862,WMNR,Monroe,Connecticut,2020,75000,Radio Fiscal Stabilization Grant
863,WHDD,Sharon,Connecticut,2020,112136,Radio Fiscal Stabilization Grant
864,WDDE,Dover,Delaware,2020,75000,Radio Fiscal Stabilization Grant
865,"Civic Enterprises, LLC",Washington,District of Columbia,2020,63800,Other System Support
866,FrameWorks Institute,Washington,District of Columbia,2020,5048,Other System Support
867,National Hispanic Foundation for the Arts,Washington,District of Columbia,2020,10000,Other System Support
868,National Public Radio,Washington,District of Columbia,2020,2500000,Radio Programming
869,WAMU,Washington,District of Columbia,2020,75000,Radio Fiscal Stabilization Grant
870,WHUT,Washington,District of Columbia,2020,19723,Other System Support
871,WHUT,Washington,District of Columbia,2020,88000,Ready To Learn
872,WHUT,Washington,District of Columbia,2020,1024602,Television Community Service Grant
873,WEFS,Cocoa,Florida,2020,7584,Other System Support
874,WEFS,Cocoa,Florida,2020,402900,Television Community Service Grant
875,WGCU,Fort Myers,Florida,2020,18202,Other System Support
876,WGCU,Fort Myers,Florida,2020,201962,Radio Community Service Grant
877,WGCU,Fort Myers,Florida,2020,75000,Radio Fiscal Stabilization Grant
878,WGCU,Fort Myers,Florida,2020,954176,Television Community Service Grant
879,WQCS,Fort Pierce,Florida,2020,75000,Radio Fiscal Stabilization Grant
880,WUFT,Gainesville,Florida,2020,16522,Other System Support
881,WUFT,Gainesville,Florida,2020,191564,Radio Community Service Grant
882,Alabama Educational Television Commission,Birmingham,Alabama,2019,114000,Ready To Learn
883,Alabama Educational Television Commission,Birmingham,Alabama,2019,1921198,Television Community Service Grant
884,WLRH,Huntsville,Alabama,2019,108167,Radio Community Service Grant
885,WVAS,Montgomery,Alabama,2019,129402,Radio Community Service Grant
886,WJAB,Normal,Alabama,2019,147604,Radio Community Service Grant
887,WTSU,Troy,Alabama,2019,106916,Radio Community Service Grant
888,WUAL,Tuscaloosa,Alabama,2019,155953,Radio Community Service Grant
889,KAKM,Anchorage,Alaska,2019,12880,Other System Support
890,KAKM,Anchorage,Alaska,2019,813892,Television Community Service Grant
891,KNBA,Anchorage,Alaska,2019,75000,Other System Support
892,KNBA,Anchorage,Alaska,2019,274754,Radio Community Service Grant
893,KSKA,Anchorage,Alaska,2019,235390,Radio Community Service Grant
894,KBRW,Barrow,Alaska,2019,202983,Radio Community Service Grant
895,KYUK,Bethel,Alaska,2019,11503,Other System Support
896,KYUK,Bethel,Alaska,2019,177216,Radio Community Service Grant
897,KYUK,Bethel,Alaska,2019,773147,Television Community Service Grant
898,KCUK,Chevak,Alaska,2019,185464,Radio Community Service Grant
899,KDLG,Dillingham,Alaska,2019,186452,Radio Community Service Grant
900,KUAC,Fairbanks,Alaska,2019,12908,Other System Support
901,KUAC,Fairbanks,Alaska,2019,202232,Radio Community Service Grant
902,KZPA,Ft. Yukon,Alaska,2019,185464,Radio Community Service Grant
903,KHNS,Haines,Alaska,2019,117933,Radio Community Service Grant
904,KBBI,Homer,Alaska,2019,120475,Radio Community Service Grant
905,KTOO,Juneau,Alaska,2019,153232,Radio Community Service Grant
906,KTOO,Juneau,Alaska,2019,265666,Radio Programming
907,KTOO,Juneau,Alaska,2019,802671,Television Community Service Grant
908,KDLL,Kenai,Alaska,2019,95956,Radio Community Service Grant
909,KRBD,Ketchikan,Alaska,2019,123668,Radio Community Service Grant
910,KMXT,Kodiak,Alaska,2019,119776,Radio Community Service Grant
911,KOTZ,Kotzebue,Alaska,2019,199777,Radio Community Service Grant
912,KFSK,Petersburg,Alaska,2019,121027,Radio Community Service Grant
913,KSDP,Sand Point,Alaska,2019,185464,Radio Community Service Grant
914,KUHB,St. Paul,Alaska,2019,185464,Radio Community Service Grant
915,KNSA,Unalakleet,Alaska,2019,185464,Radio Community Service Grant
916,KUCB,Unalaska,Alaska,2019,185464,Radio Community Service Grant
917,KSTK,Wrangell,Alaska,2019,139225,Radio Community Service Grant
918,KOHN,Covered Wells,Arizona,2019,234728,Radio Community Service Grant
919,Native Public Media,Flagstaff,Arizona,2019,300000,Other System Support
920,KUYI,Kykotsmovi,Arizona,2019,143933,Radio Community Service Grant
921,KAET,Phoenix,Arizona,2019,114000,Ready To Learn
922,KBAQ,Tempe,Arizona,2019,210117,Radio Community Service Grant
923,KJZZ,Tempe,Arizona,2019,579771,Radio Community Service Grant
924,KUAT,Tucson,Arizona,2019,23921,Other System Support
925,KUAT,Tucson,Arizona,2019,1278610,Television Community Service Grant
926,KUAZ,Tucson,Arizona,2019,287330,Radio Community Service Grant
927,KXCI,Tucson,Arizona,2019,88819,Radio Community Service Grant
928,KNNB,Whiteriver,Arizona,2019,143933,Radio Community Service Grant
929,KAWC,Yuma,Arizona,2019,152001,Radio Community Service Grant
930,Arkansas Educational Television Commission,Conway,Arkansas,2019,2089774,Television Community Service Grant
931,KUAR,Little Rock,Arkansas,2019,112756,Radio Community Service Grant
932,KASU,State University,Arkansas,2019,138090,Radio Community Service Grant
933,KHSU,Arcata,California,2019,170243,Radio Community Service Grant
934,KCET,Burbank,California,2019,5533638,Television Community Service Grant
935,Latino Public Broadcasting,Burbank,California,2019,575672,Other System Support
936,KCHO,Chico,California,2019,193556,Radio Community Service Grant
937,KZFR,Chico,California,2019,72313,Radio Community Service Grant
938,KOCE,Costa Mesa,California,2019,50000,Ready To Learn
939,KEET,Eureka,California,2019,701641,Television Community Service Grant
940,KSJV,Fresno,California,2019,216540,Radio Community Service Grant
941,KVPR,Fresno,California,2019,151768,Radio Community Service Grant
942,KVPT,Fresno,California,2019,18775,Other System Support
943,KVPT,Fresno,California,2019,1004491,Television Community Service Grant
944,KIDE,Hoopa,California,2019,143933,Radio Community Service Grant
945,"Shoe Ink, LLC",Irvine,California,2019,3457670,Television Programming
946,KXRN,Laguna Beach,California,2019,72313,Radio Community Service Grant
947,KKJZ,Long Beach,California,2019,103841,Radio Community Service Grant
948,The Barcid Foundation,Los Angeles,California,2019,5000,Other System Support
949,KLCS,Los Angeles,California,2019,719369,Television Community Service Grant
950,National Association of Latino Independent Producers,Los Angeles,California,2019,25000,Other System Support
951,KVMR,Nevada City,California,2019,158693,Radio Community Service Grant
952,KPCC,Pasadena,California,2019,1693096,Radio Community Service Grant
953,National Hispanic Media Coalition,Pasadena,California,2019,10000,Other System Support
954,KWMR,Point Reyes Station,California,2019,116506,Radio Community Service Grant
955,KIXE,Redding,California,2019,11580,Other System Support
956,KIXE,Redding,California,2019,739987,Television Community Service Grant
957,KMUD,Redway,California,2019,120701,Radio Community Service Grant
958,KRCB,Rohnert Park,California,2019,72313,Radio Community Service Grant
959,KRCB,Rohnert Park,California,2019,385141,Television Community Service Grant
960,KVIE,Sacramento,California,2019,33954,Other System Support
961,KVIE,Sacramento,California,2019,1794278,Television Community Service Grant
962,KVCR,San Bernardino,California,2019,14749,Other System Support
963,KVCR,San Bernardino,California,2019,926600,Television Community Service Grant
964,KPBS,San Diego,California,2019,43293,Other System Support
965,KPBS,San Diego,California,2019,496076,Radio Community Service Grant
966,KSDS,San Diego,California,2019,136004,Radio Community Service Grant
967,Center for Asian American Media,San Francisco,California,2019,550645,Other System Support
968,Center for Asian American Media,San Francisco,California,2019,807946,Television Programming
969,"Independent Television Service, Inc.",San Francisco,California,2019,2200000,Other System Support
970,KQED,San Francisco,California,2019,87888,Other System Support
971,KQED,San Francisco,California,2019,2176388,Radio Community Service Grant
972,KQED,San Francisco,California,2019,4620257,Television Community Service Grant
973,KCRW,Santa Monica,California,2019,1362818,Radio Community Service Grant
974,KAZU,Seaside,California,2019,168253,Radio Community Service Grant
975,KCLU,Thousand Oaks,California,2019,148206,Radio Community Service Grant
976,"RadioCamp, LLC",Walnut Creek,California,2019,280000,Radio Programming
977,KAJX,Aspen,Colorado,2019,164619,Radio Community Service Grant
978,KGNU,Boulder,Colorado,2019,101587,Radio Community Service Grant
979,KDNK,Carbondale,Colorado,2019,120635,Radio Community Service Grant
980,KVOD,Centennial,Colorado,2019,938626,Radio Community Service Grant
981,KCME,Colorado Springs,Colorado,2019,111238,Radio Community Service Grant
982,KSJD,Cortez,Colorado,2019,184479,Radio Community Service Grant
983,"National Federation of Community Broadcasters, Inc.",Crawford,Colorado,2019,15000,Other System Support
984,KBUT,Crested Butte,Colorado,2019,121056,Radio Community Service Grant
985,KBDI,Denver,Colorado,2019,10033,Other System Support
986,KRMA,Denver,Colorado,2019,29075,Other System Support
987,KRMA,Denver,Colorado,2019,1692179,Television Community Service Grant
988,KUVO,Denver,Colorado,2019,119958,Radio Community Service Grant
989,KDUR,Durango,Colorado,2019,115874,Radio Community Service Grant
990,KAFM,Grand Junction,Colorado,2019,72313,Radio Community Service Grant
991,KUNC,Greeley,Colorado,2019,251677,Radio Community Service Grant
992,KUNC,Greeley,Colorado,2019,3500,Radio Programming
993,KSUT,Ignacio,Colorado,2019,235303,Radio Community Service Grant
994,WSHU,Fairfield,Connecticut,2019,307346,Radio Community Service Grant
995,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2019,284732,Other System Support
996,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2019,404492,Radio Community Service Grant
997,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2019,169160,Radio Programming
998,WMNR,Monroe,Connecticut,2019,85778,Radio Community Service Grant
999,WHDD,Sharon,Connecticut,2019,131625,Radio Community Service Grant
1000,"Capital Concerts, Inc.",Washington,District of Columbia,2019,1675000,Television Programming
1001,"Civic Enterprises, LLC",Washington,District of Columbia,2019,60000,Other System Support
1002,"Coltman, Edward",Washington,District of Columbia,2019,5100,Other System Support
1003,National Hispanic Foundation for the Arts,Washington,District of Columbia,2019,10000,Other System Support
1004,National Public Radio,Washington,District of Columbia,2019,558426,Other System Support
1005,National Public Radio,Washington,District of Columbia,2019,1115000,Radio Programming
1006,WAMU,Washington,District of Columbia,2019,1201540,Radio Community Service Grant
1007,WHUT,Washington,District of Columbia,2019,100000,Ready To Learn
1008,WHUT,Washington,District of Columbia,2019,1132642,Television Community Service Grant
1009,WEFS,Cocoa,Florida,2019,7784,Other System Support
1010,WGCU,Fort Myers,Florida,2019,19489,Other System Support
1011,WGCU,Fort Myers,Florida,2019,191504,Radio Community Service Grant
1012,WGCU,Fort Myers,Florida,2019,1040892,Television Community Service Grant
1013,WQCS,Fort Pierce,Florida,2019,202825,Radio Community Service Grant
1014,WUFT,Gainesville,Florida,2019,17151,Other System Support
1015,WUFT,Gainesville,Florida,2019,955523,Television Community Service Grant
1016,WJCT,Jacksonville,Florida,2019,14686,Other System Support
1017,WJCT,Jacksonville,Florida,2019,170319,Radio Community Service Grant
1018,WJCT,Jacksonville,Florida,2019,798231,Television Community Service Grant
1019,WDNA,Miami,Florida,2019,147768,Radio Community Service Grant
1020,WLRN,Miami,Florida,2019,11855,Other System Support
1021,WPBT,Miami,Florida,2019,34446,Other System Support
1022,WPBT,Miami,Florida,2019,1810294,Television Community Service Grant
1023,"University of Central Florida Research Foundation, Inc.",Orlando,Florida,2019,80000,Other System Support
1024,"University of Central Florida Research Foundation, Inc.",Orlando,Florida,2019,145000,Television Programming
1025,WUCF,Orlando,Florida,2019,94240,Radio Community Service Grant
1026,WUCF,Orlando,Florida,2019,968195,Television Community Service Grant
1027,WKGC,Panama City,Florida,2019,142302,Radio Community Service Grant
1028,WUWF,Pensacola,Florida,2019,146971,Radio Community Service Grant
1029,WFSU,Tallahassee,Florida,2019,31141,Other System Support
1030,WFSU,Tallahassee,Florida,2019,323139,Radio Community Service Grant
1031,WEDU,Tampa,Florida,2019,28581,Other System Support
1032,WEDU,Tampa,Florida,2019,1512519,Television Community Service Grant
1033,WMNF,Tampa,Florida,2019,140427,Radio Community Service Grant
1034,WUSF,Tampa,Florida,2019,513755,Radio Community Service Grant
1035,Georgia Public Telecommunications Commission,Atlanta,Georgia,2019,100000,Ready To Learn
1036,Georgia Public Telecommunications Commission,Atlanta,Georgia,2019,3095165,Television Community Service Grant
1037,WABE,Atlanta,Georgia,2019,630552,Radio Community Service Grant
1038,WPBA,Atlanta,Georgia,2019,785550,Television Community Service Grant
1039,Hawaii Public Television Foundation,Honolulu,Hawaii,2019,25964,Other System Support
1040,Hawaii Public Television Foundation,Honolulu,Hawaii,2019,1400105,Television Community Service Grant
1041,KHPR,Honolulu,Hawaii,2019,340278,Radio Community Service Grant
1042,KKCR,Princeville,Hawaii,2019,72313,Radio Community Service Grant
1043,KAID,Boise,Idaho,2019,1542827,Television Community Service Grant
1044,KBSU,Boise,Idaho,2019,180696,Radio Community Service Grant
1045,KBSW,Boise,Idaho,2019,252935,Radio Community Service Grant
1046,WSIU,Carbondale,Illinois,2019,219134,Radio Community Service Grant
1047,WSIU,Carbondale,Illinois,2019,3314024,Television Community Service Grant
1048,WEIU,Charleston,Illinois,2019,10992,Other System Support
1049,WTTW,Chicago,Illinois,2019,69269,Other System Support
1050,WTTW,Chicago,Illinois,2019,3642410,Television Community Service Grant
1051,WNIJ,DeKalb,Illinois,2019,220735,Radio Community Service Grant
1052,WDCB,Glen Ellyn,Illinois,2019,154252,Radio Community Service Grant
1053,WQPT,Moline,Illinois,2019,689513,Television Community Service Grant
1054,WGLT,Normal,Illinois,2019,137424,Radio Community Service Grant
1055,WCBU,Peoria,Illinois,2019,108114,Radio Community Service Grant
1056,WGVV,Rock Island,Illinois,2019,108469,Radio Community Service Grant
1057,WVIK,Rock Island,Illinois,2019,43000,Other System Support
1058,WVIK,Rock Island,Illinois,2019,120071,Radio Community Service Grant
1059,WILL,Urbana,Illinois,2019,345806,Radio Community Service Grant
1060,WILL,Urbana,Illinois,2019,979123,Television Community Service Grant
1061,WTIU,Bloomington,Indiana,2019,20144,Other System Support
1062,WTIU,Bloomington,Indiana,2019,1108767,Television Community Service Grant
1063,WVPE,Elkhart,Indiana,2019,129984,Radio Community Service Grant
1064,WNIN,Evansville,Indiana,2019,675800,Television Community Service Grant
1065,WBNI,Fort Wayne,Indiana,2019,136870,Radio Community Service Grant
1066,WFWA,Fort Wayne,Indiana,2019,13226,Other System Support
1067,WFWA,Fort Wayne,Indiana,2019,786962,Television Community Service Grant
1068,WFYI,Indianapolis,Indiana,2019,108910,Radio Programming
1069,WFYI,Indianapolis,Indiana,2019,93358,Ready To Learn
1070,WFYI,Indianapolis,Indiana,2019,1068749,Television Community Service Grant
1071,WYIN,Merrillville,Indiana,2019,8467,Other System Support
1072,WYIN,Merrillville,Indiana,2019,449690,Television Community Service Grant
1073,WBST,Muncie,Indiana,2019,128832,Radio Community Service Grant
