ID,Entity,Town,State,Year,Amount ($),Type
2205,"Newshour Productions, LLC",Arlington,Virginia,2022,1326384,Television Programming
2206,Public Broadcasting Service,Arlington,Virginia,2022,1176248,Other System Support
2207,Public Broadcasting Service,Arlington,Virginia,2022,15843311,Ready to Learn
2208,Public Broadcasting Service,Arlington,Virginia,2022,26603506,Television Programming
2209,WETA,Arlington,Virginia,2022,142251,Other System Support
2210,WETA,Arlington,Virginia,2022,473139,Radio Community Service Grant
2211,WETA,Arlington,Virginia,2022,151180,Radio Programming
2212,WETA,Arlington,Virginia,2022,10000,Ready to Learn
2213,WETA,Arlington,Virginia,2022,7754239,Television Community Service Grant
2214,WETA,Arlington,Virginia,2022,7093643,Television Programming
2215,WNRN,Charlottesville,Virginia,2022,129334,Radio Community Service Grant
2216,WTJU,Charlottesville,Virginia,2022,114401,Radio Community Service Grant
2217,WMRA,Harrisonburg,Virginia,2022,151491,Radio Community Service Grant
2218,WHRO,Norfolk,Virginia,2022,23754,Other System Support
2219,WHRO,Norfolk,Virginia,2022,1326430,Television Community Service Grant
2220,WHRV,Norfolk,Virginia,2022,404496,Radio Community Service Grant
2221,WNSB,Norfolk,Virginia,2022,153839,Radio Community Service Grant
2222,WCVE,Richmond,Virginia,2022,27628,Other System Support
2223,WCVE,Richmond,Virginia,2022,195818,Radio Community Service Grant
2224,WCVE,Richmond,Virginia,2022,10000,Ready to Learn
2225,WCVE,Richmond,Virginia,2022,1606020,Television Community Service Grant
2226,WCVE,Richmond,Virginia,2022,900000,Television Programming
2227,WBRA,Roanoke,Virginia,2022,15935,Other System Support
2228,WBRA,Roanoke,Virginia,2022,960445,Television Community Service Grant
2229,WVTF,Roanoke,Virginia,2022,266672,Radio Community Service Grant
2230,KBCS,Bellevue,Washington,2022,95727,Radio Community Service Grant
2231,KDNA,Granger,Washington,2022,175041,Radio Community Service Grant
2232,KSVR,Mount Vernon,Washington,2022,98592,Radio Community Service Grant
2233,KWSU,Pullman,Washington,2022,14092,Other System Support
2234,KWSU,Pullman,Washington,2022,246112,Radio Community Service Grant
2235,KWSU,Pullman,Washington,2022,798747,Television Community Service Grant
2236,KCTS,Seattle,Washington,2022,47602,Other System Support
2237,KCTS,Seattle,Washington,2022,2607892,Television Community Service Grant
2238,KEXP,Seattle,Washington,2022,491979,Radio Community Service Grant
2239,KING,Seattle,Washington,2022,259666,Radio Community Service Grant
2240,KNHC,Seattle,Washington,2022,100269,Radio Community Service Grant
2241,KUOW,Seattle,Washington,2022,949694,Radio Community Service Grant
2242,KSPS,Spokane,Washington,2022,19379,Other System Support
2243,KSPS,Spokane,Washington,2022,1137099,Television Community Service Grant
2244,KPBX,Spokane,Washington,2022,209901,Radio Community Service Grant
2245,KBTC,Tacoma,Washington,2022,15068,Other System Support
2246,KBTC,Tacoma,Washington,2022,10000,Ready to Learn
2247,KBTC,Tacoma,Washington,2022,839774,Television Community Service Grant
2248,KNKX,Tacoma,Washington,2022,495534,Radio Community Service Grant
2249,WVPB,Charleston,West Virginia,2022,19456,Other System Support
2250,WVPB,Charleston,West Virginia,2022,226639,Radio Community Service Grant
2251,WVPB,Charleston,West Virginia,2022,1157586,Television Community Service Grant
2252,WVLS,Dunmore,West Virginia,2022,144826,Radio Community Service Grant
2253,WVMR,Dunmore,West Virginia,2022,146157,Radio Community Service Grant
2254,WOJB,Hayward,Wisconsin,2022,177021,Radio Community Service Grant
2255,University of Wisconsin - Extension,Madison,Wisconsin,2022,90000,Ready to Learn
2256,WERN,Madison,Wisconsin,2022,407294,Radio Community Service Grant
2257,WHA,Madison,Wisconsin,2022,35871,Other System Support
2258,WHA,Madison,Wisconsin,2022,393300,Radio Community Service Grant
2259,WHA,Madison,Wisconsin,2022,2030337,Television Community Service Grant
2260,WHAD,Madison,Wisconsin,2022,445744,Radio Community Service Grant
2261,Wisconsin Network,Madison,Wisconsin,2022,22225,Other System Support
2262,Wisconsin Network,Madison,Wisconsin,2022,1362463,Television Community Service Grant
2263,WLSU,Madison,Wisconsin,2022,160468,Radio Community Service Grant
2264,WORT,Madison,Wisconsin,2022,94990,Radio Community Service Grant
2265,WMVS,Milwaukee,Wisconsin,2022,35146,Other System Support
2266,WMVS,Milwaukee,Wisconsin,2022,1931393,Television Community Service Grant
2267,WUWM,Milwaukee,Wisconsin,2022,345477,Radio Community Service Grant
2268,WYMS,Milwaukee,Wisconsin,2022,175162,Radio Community Service Grant
2269,WXPR,Rhinelander,Wisconsin,2022,131758,Radio Community Service Grant
2270,KHOL,Jackson,Wyoming,2022,131247,Radio Community Service Grant
2271,KUWR,Laramie,Wyoming,2022,379290,Radio Community Service Grant
2272,KCWC,Riverton,Wyoming,2022,18628,Other System Support
2273,KCWC,Riverton,Wyoming,2022,1269302,Television Community Service Grant
2274,KVZK,Pago Pago,American Samoa,2022,10206,Other System Support
2275,KVZK,Pago Pago,American Samoa,2022,588150,Television Community Service Grant
2276,KGTF,Barrigada,Guam,2022,11736,Other System Support
2277,KGTF,Barrigada,Guam,2022,649062,Television Community Service Grant
2278,KPRG,Mangilao,Guam,2022,134800,Radio Community Service Grant
2279,WMTJ,Rio Piedras,Puerto Rico,2022,6507,Other System Support
2280,WMTJ,Rio Piedras,Puerto Rico,2022,364080,Television Community Service Grant
2281,WIPR,San Juan,Puerto Rico,2022,22681,Other System Support
2282,WIPR,San Juan,Puerto Rico,2022,230205,Radio Community Service Grant
2283,WIPR,San Juan,Puerto Rico,2022,10000,Ready to Learn
2284,WIPR,San Juan,Puerto Rico,2022,1244350,Television Community Service Grant
2285,WRTU,San Juan,Puerto Rico,2022,189838,Radio Community Service Grant
2286,WTJX,St. Thomas,"Virgin Islands, U.S.",2022,19411,Other System Support
2287,WTJX,St. Thomas,"Virgin Islands, U.S.",2022,1070905,Television Community Service Grant
2288,Alabama Public Television,Birmingham,Alabama,2023,34539,Other System Support
2289,Alabama Public Television,Birmingham,Alabama,2023,50000,Ready to Learn
2290,Alabama Public Television,Birmingham,Alabama,2023,2272661,Television Community Service Grant
2291,WBHM,Birmingham,Alabama,2023,163022,Radio Community Service Grant
2292,WLRH,Huntsville,Alabama,2023,120558,Radio Community Service Grant
2293,WVAS,Montgomery,Alabama,2023,151598,Radio Community Service Grant
2294,WJAB,Normal,Alabama,2023,178909,Radio Community Service Grant
2295,WTSU,Troy,Alabama,2023,101135,Radio Community Service Grant
2296,WUAL,Tuscaloosa,Alabama,2023,205696,Radio Community Service Grant
2297,KAKM,Anchorage,Alaska,2023,93599,Other System Support
2298,KAKM,Anchorage,Alaska,2023,117953,Radio Programming
2299,KAKM,Anchorage,Alaska,2023,50000,Ready to Learn
2300,KAKM,Anchorage,Alaska,2023,972522,Television Community Service Grant
2301,KNBA,Anchorage,Alaska,2023,301059,Radio Community Service Grant
2302,KNBA,Anchorage,Alaska,2023,1057137,Radio Programming
2303,KSKA,Anchorage,Alaska,2023,303197,Radio Community Service Grant
2304,KBRW,Barrow,Alaska,2023,224862,Radio Community Service Grant
2305,KYUK,Bethel,Alaska,2023,11734,Other System Support
2306,KYUK,Bethel,Alaska,2023,241602,Radio Community Service Grant
2307,KYUK,Bethel,Alaska,2023,834342,Television Community Service Grant
2308,KCUK,Chevak,Alaska,2023,20280,Other System Support
2309,KCUK,Chevak,Alaska,2023,207156,Radio Community Service Grant
2310,KDLG,Dillingham,Alaska,2023,212870,Radio Community Service Grant
2311,KRFF,Fairbanks,Alaska,2023,183737,Radio Community Service Grant
2312,KUAC,Fairbanks,Alaska,2023,13224,Other System Support
2313,KUAC,Fairbanks,Alaska,2023,183460,Radio Community Service Grant
2314,KUAC,Fairbanks,Alaska,2023,899387,Television Community Service Grant
2315,KZPA,Ft. Yukon,Alaska,2023,206829,Radio Community Service Grant
2316,KIYU,Galena,Alaska,2023,214248,Radio Community Service Grant
2317,KHNS,Haines,Alaska,2023,144018,Radio Community Service Grant
2318,KBBI,Homer,Alaska,2023,138712,Radio Community Service Grant
2319,KTOO,Juneau,Alaska,2023,12050,Other System Support
2320,KTOO,Juneau,Alaska,2023,171041,Radio Community Service Grant
2321,KTOO,Juneau,Alaska,2023,835354,Television Community Service Grant
2322,KDLL,Kenai,Alaska,2023,131034,Radio Community Service Grant
2323,KRBD,Ketchikan,Alaska,2023,140741,Radio Community Service Grant
2324,KMXT,Kodiak,Alaska,2023,143690,Radio Community Service Grant
2325,KOTZ,Kotzebue,Alaska,2023,226058,Radio Community Service Grant
2326,KSKO,Mcgrath,Alaska,2023,209861,Radio Community Service Grant
2327,KFSK,Petersburg,Alaska,2023,142462,Radio Community Service Grant
2328,KSDP,Sand Point,Alaska,2023,211151,Radio Community Service Grant
2329,KCAW,Sitka,Alaska,2023,151854,Radio Community Service Grant
2330,KUHB,St. Paul,Alaska,2023,207248,Radio Community Service Grant
2331,KTNA,Talkeetna,Alaska,2023,153900,Radio Community Service Grant
2332,KNSA,Unalakleet,Alaska,2023,208130,Radio Community Service Grant
2333,KUCB,Unalaska,Alaska,2023,236651,Radio Community Service Grant
2334,KCHU,Valdez,Alaska,2023,126385,Radio Community Service Grant
2335,KSTK,Wrangell,Alaska,2023,132115,Radio Community Service Grant
2336,KOHN,Covered Wells,Arizona,2023,253687,Radio Community Service Grant
2337,KNAU,Flagstaff,Arizona,2023,253962,Radio Community Service Grant
2338,Native Public Media,Flagstaff,Arizona,2023,330000,Other System Support
2339,KUYI,Kykotsmovi,Arizona,2023,190578,Radio Community Service Grant
2340,KAET,Phoenix,Arizona,2023,36144,Other System Support
2341,KAET,Phoenix,Arizona,2023,85000,Ready to Learn
2342,KAET,Phoenix,Arizona,2023,2019946,Television Community Service Grant
2343,KBAQ,Tempe,Arizona,2023,228319,Radio Community Service Grant
2344,KJZZ,Tempe,Arizona,2023,721446,Radio Community Service Grant
2345,KGHR,Tuba City,Arizona,2023,186269,Radio Community Service Grant
2346,KUAT,Tucscon,Arizona,2023,27770,Other System Support
2347,KUAT,Tucscon,Arizona,2023,1567446,Television Community Service Grant
2348,KUAZ,Tucson,Arizona,2023,423637,Radio Community Service Grant
2349,KXCI,Tucson,Arizona,2023,104962,Radio Community Service Grant
2350,KNNB,Whiteriver,Arizona,2023,195363,Radio Community Service Grant
2351,KAWC,Yuma,Arizona,2023,164018,Radio Community Service Grant
2352,Arkansas Educational Television Network,Conway,Arkansas,2023,36080,Other System Support
2353,Arkansas Educational Television Network,Conway,Arkansas,2023,50000,Ready to Learn
2354,Arkansas Educational Television Network,Conway,Arkansas,2023,2204322,Television Community Service Grant
2355,Arkansas PBS Foundation,Conway,Arkansas,2023,326285,Television Programming
2356,KUAF,Fayetteville,Arkansas,2023,137468,Radio Community Service Grant
2357,Hot Springs Documentary Film Institute,Hot Springs,Arkansas,2023,109940,Other System Support
2358,KUAR,Little Rock,Arkansas,2023,139787,Radio Community Service Grant
2359,KASU,State University,Arkansas,2023,156004,Radio Community Service Grant
2360,KHSU,Arcata,California,2023,113303,Radio Community Service Grant
2361,KCET,Burbank,California,2023,62694,Other System Support
2362,KCET,Burbank,California,2023,3487475,Television Community Service Grant
2363,KCET,Burbank,California,2023,400000,Television Programming
2364,Latino Public Broadcasting,Burbank,California,2023,668575,Other System Support
2365,Latino Public Broadcasting,Burbank,California,2023,1990016,Television Programming
2366,KCHO,Chico,California,2023,187164,Radio Community Service Grant
2367,KZFR,Chico,California,2023,96516,Radio Community Service Grant
2368,KVPR,Clovis,California,2023,4396,Other System Support
2369,KVPR,Clovis,California,2023,153820,Radio Community Service Grant
2370,KOCE,Costa Mesa,California,2023,185000,Ready to Learn
2371,KEET,Eureka,California,2023,11636,Other System Support
2372,KEET,Eureka,California,2023,772162,Television Community Service Grant
2373,KSJV,Fresno,California,2023,287465,Radio Community Service Grant
2374,KVPT,Fresno,California,2023,17078,Other System Support
2375,KVPT,Fresno,California,2023,68,Ready to Learn
2376,KVPT,Fresno,California,2023,990537,Television Community Service Grant
2377,KIDE,Hoopa,California,2023,195003,Radio Community Service Grant
2378,"Shoe Ink, LLC",Irvine,California,2023,1400000,Television Programming
2379,KXRN,Laguna Beach,California,2023,106980,Radio Community Service Grant
2380,KKJZ,Long Beach,California,2023,100569,Radio Community Service Grant
2381,KLCS,Los Angeles,California,2023,14277,Other System Support
2382,KLCS,Los Angeles,California,2023,794585,Television Community Service Grant
2383,KUSC,Los Angeles,California,2023,1042880,Radio Community Service Grant
2384,KVMR,Nevada City,California,2023,168661,Radio Community Service Grant
2385,KCSN,Northridge,California,2023,93911,Radio Community Service Grant
2386,KPCC,Pasadena,California,2023,1621749,Radio Community Service Grant
2387,KZYX,Philo,California,2023,146701,Radio Community Service Grant
2388,KWMR,Point Reyes Station,California,2023,143118,Radio Community Service Grant
2389,KIXE,Redding,California,2023,12268,Other System Support
2390,KIXE,Redding,California,2023,820966,Television Community Service Grant
2391,KMUD,Redway,California,2023,121092,Radio Community Service Grant
2392,KRCB,Rohnert Park,California,2023,7490,Other System Support
2393,KRCB,Rohnert Park,California,2023,81671,Radio Community Service Grant
2394,KRCB,Rohnert Park,California,2023,421723,Television Community Service Grant
2395,KVIE,Sacramento,California,2023,36624,Other System Support
2396,KVIE,Sacramento,California,2023,2046964,Television Community Service Grant
2397,KXJZ,Sacramento,California,2023,569155,Radio Community Service Grant
2398,KXPR,Sacramento,California,2023,350570,Radio Community Service Grant
2399,KVCR,San Bernardino,California,2023,7870,Other System Support
2400,KVCR,San Bernardino,California,2023,440260,Television Community Service Grant
2401,KPBS,San Diego,California,2023,55959,Other System Support
2402,KPBS,San Diego,California,2023,671721,Radio Community Service Grant
2403,KPBS,San Diego,California,2023,3115497,Television Community Service Grant
2404,KSDS,San Diego,California,2023,214310,Radio Community Service Grant
2405,Center for Asian American Media,San Francisco,California,2023,641169,Other System Support
2406,Center for Asian American Media,San Francisco,California,2023,1217422,Television Programming
2407,"Independent Television Service, Inc.",San Francisco,California,2023,2200000,Other System Support
2408,"Independent Television Service, Inc.",San Francisco,California,2023,16324667,Television Programming
2409,KALW,San Francisco,California,2023,253374,Radio Community Service Grant
2410,KQED,San Francisco,California,2023,184559,Other System Support
2411,KQED,San Francisco,California,2023,2046382,Radio Community Service Grant
2412,KQED,San Francisco,California,2023,150000,Radio Programming
2413,KQED,San Francisco,California,2023,4704837,Television Community Service Grant
2414,KCBX,San Luis Obispo,California,2023,193658,Radio Community Service Grant
2415,KCSM,San Mateo,California,2023,150645,Radio Community Service Grant
2416,KCRW,Santa Monica,California,2023,1235651,Radio Community Service Grant
2417,KAZU,Seaside,California,2023,212147,Radio Community Service Grant
2418,KCLU,Thousand Oaks,California,2023,191547,Radio Community Service Grant
2419,SmithGeiger LLC,Westlake Village,California,2023,40000,Other System Support
2420,KRZA,Alamosa,Colorado,2023,182957,Radio Community Service Grant
2421,KAJX,Aspen,Colorado,2023,173357,Radio Community Service Grant
2422,KGNU,Boulder,Colorado,2023,120799,Radio Community Service Grant
2423,"Pacey Economics, Inc.",Boulder,Colorado,2023,359000,Other System Support
2424,KDNK,Carbondale,Colorado,2023,143334,Radio Community Service Grant
2425,KVOD,Centennial,Colorado,2023,1109175,Radio Community Service Grant
2426,KCME,Colorado Springs,Colorado,2023,108521,Radio Community Service Grant
2427,KRCC,Colorado Springs,Colorado,2023,184072,Radio Community Service Grant
2428,KSJD,Cortez,Colorado,2023,145614,Radio Community Service Grant
2429,KBUT,Crested Butte,Colorado,2023,143261,Radio Community Service Grant
2430,KBDI,Denver,Colorado,2023,8939,Other System Support
2431,KBDI,Denver,Colorado,2023,511781,Television Community Service Grant
2432,KRMA,Denver,Colorado,2023,40065,Other System Support
2433,KRMA,Denver,Colorado,2023,2417399,Television Community Service Grant
2434,KUVO,Denver,Colorado,2023,153821,Radio Community Service Grant
2435,KDUR,Durango,Colorado,2023,146040,Radio Community Service Grant
2436,KRFC,Fort Collins,Colorado,2023,87055,Radio Community Service Grant
2437,KAFM,Grand Junction,Colorado,2023,95031,Radio Community Service Grant
2438,KUNC,Greeley,Colorado,2023,322450,Radio Community Service Grant
2439,KSUT,Ignacio,Colorado,2023,258184,Radio Community Service Grant
2681,WDSE,Duluth,Minnesota,2023,135212,Radio Community Service Grant
2440,Paragon Media Strategies LLC,Lakewood,Colorado,2023,167000,Other System Support
2441,Theodore F. Krichels,Louisville,Colorado,2023,24820,Other System Support
2442,KVNF,Paonia,Colorado,2023,128846,Radio Community Service Grant
2443,"National Federation of Community Broadcasters, Inc.",Paonia,Colorado,2023,275446,Other System Support
2444,KOTO,Telluride,Colorado,2023,170164,Radio Community Service Grant
2445,WSHU,Fairfield,Connecticut,2023,368895,Radio Community Service Grant
2446,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2023,24128,Other System Support
2447,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2023,372373,Radio Community Service Grant
2448,"Connecticut Public Broadcasting, Inc.",Hartford,Connecticut,2023,1387475,Television Community Service Grant
2449,WMNR,Monroe,Connecticut,2023,88243,Radio Community Service Grant
2450,WHDD,Sharon,Connecticut,2023,131605,Radio Community Service Grant
2451,WDDE,Dover,Delaware,2023,116553,Radio Community Service Grant
2452,"Capital Concerts, Inc.",Washington,District of Columbia,2023,1825000,Television Programming
2453,Civic LLC,Washington,District of Columbia,2023,192300,Other System Support
2454,"Everfi, Inc.",Washington,District of Columbia,2023,50063,Other System Support
2455,National Hispanic Foundation for the Arts,Washington,District of Columbia,2023,15000,Other System Support
2456,National Public Radio,Washington,District of Columbia,2023,550000,Other System Support
2457,National Public Radio,Washington,District of Columbia,2023,11866755,Public Broadcasting Interconnection
2458,National Public Radio,Washington,District of Columbia,2023,1905557,Radio Programming
2459,National Public Radio,Washington,District of Columbia,2023,125000,Television Programming
2460,WAMU,Washington,District of Columbia,2023,1477069,Radio Community Service Grant
2461,WHUT,Washington,District of Columbia,2023,16227,Other System Support
2462,WHUT,Washington,District of Columbia,2023,933340,Television Community Service Grant
2463,WPBT,Boynton Beach,Florida,2023,31287,Other System Support
2464,WPBT,Boynton Beach,Florida,2023,1222121,Television Community Service Grant
2465,WEFS,Cocoa,Florida,2023,6868,Other System Support
2466,WEFS,Cocoa,Florida,2023,395336,Television Community Service Grant
2467,WGCU,Fort Myers,Florida,2023,46238,Other System Support
2468,WGCU,Fort Myers,Florida,2023,198811,Radio Community Service Grant
2469,WGCU,Fort Myers,Florida,2023,1181993,Television Community Service Grant
2470,WQCS,Fort Pierce,Florida,2023,124848,Radio Community Service Grant
2471,WUFT,Gainesville,Florida,2023,15008,Other System Support
2472,WUFT,Gainesville,Florida,2023,219136,Radio Community Service Grant
2473,WUFT,Gainesville,Florida,2023,893539,Television Community Service Grant
2474,WJCT,Jacksonville,Florida,2023,17461,Other System Support
2475,WJCT,Jacksonville,Florida,2023,202715,Radio Community Service Grant
2476,WJCT,Jacksonville,Florida,2023,999558,Television Community Service Grant
2477,WFIT,Melbourne,Florida,2023,118586,Radio Community Service Grant
2478,WDNA,Miami,Florida,2023,160519,Radio Community Service Grant
2479,WLRN,Miami,Florida,2023,10793,Other System Support
2480,WLRN,Miami,Florida,2023,627174,Radio Community Service Grant
2481,WLRN,Miami,Florida,2023,600554,Television Community Service Grant
2482,"University of Central Florida Research Foundation, Inc.",Orlando,Florida,2023,75000,Ready to Learn
2483,WMFE,Orlando,Florida,2023,264079,Radio Community Service Grant
2484,WUCF,Orlando,Florida,2023,16245,Other System Support
2485,WUCF,Orlando,Florida,2023,97712,Radio Community Service Grant
2486,WUCF,Orlando,Florida,2023,917311,Television Community Service Grant
2487,WKGC,Panama City,Florida,2023,143569,Radio Community Service Grant
2488,WSRE,Pensacola,Florida,2023,17624,Other System Support
2489,WSRE,Pensacola,Florida,2023,1021206,Television Community Service Grant
2490,WUWF,Pensacola,Florida,2023,164253,Radio Community Service Grant
2491,"The Poynter Institute for Media Studies, Inc",St. Petersburg,Florida,2023,599330,Other System Support
2492,WFSU,Tallahassee,Florida,2023,29180,Other System Support
2493,WFSU,Tallahassee,Florida,2023,285257,Radio Community Service Grant
2494,WFSU,Tallahassee,Florida,2023,185000,Ready to Learn
2495,WFSU,Tallahassee,Florida,2023,1703039,Television Community Service Grant
2496,WEDU,Tampa,Florida,2023,31581,Other System Support
2497,WEDU,Tampa,Florida,2023,75000,Ready to Learn
2498,WEDU,Tampa,Florida,2023,1767801,Television Community Service Grant
2499,WMNF,Tampa,Florida,2023,112791,Radio Community Service Grant
2500,WUSF,Tampa,Florida,2023,595943,Radio Community Service Grant
2501,Georgia Public Broadcasting,Atlanta,Georgia,2023,51478,Other System Support
2502,Georgia Public Broadcasting,Atlanta,Georgia,2023,50000,Ready to Learn
2503,Georgia Public Broadcasting,Atlanta,Georgia,2023,3198567,Television Community Service Grant
2504,WABE,Atlanta,Georgia,2023,17141,Other System Support
2505,WABE,Atlanta,Georgia,2023,643972,Radio Community Service Grant
2506,WABE,Atlanta,Georgia,2023,970220,Television Community Service Grant
2507,WCLK,Atlanta,Georgia,2023,219685,Radio Community Service Grant
2508,WJSP,Atlanta,Georgia,2023,332707,Radio Community Service Grant
2509,WUGA,Atlanta,Georgia,2023,146082,Radio Community Service Grant
2510,Hawaii Public Television,Honolulu,Hawaii,2023,25104,Other System Support
2511,Hawaii Public Television,Honolulu,Hawaii,2023,1435769,Television Community Service Grant
2512,KHPR,Honolulu,Hawaii,2023,400635,Radio Community Service Grant
2513,Pacific Islanders In Communications,Honolulu,Hawaii,2023,773860,Other System Support
2514,Pacific Islanders In Communications,Honolulu,Hawaii,2023,1084731,Television Programming
2515,KKCR,Princeville,Hawaii,2023,75034,Radio Community Service Grant
2516,Idaho Public Television,Boise,Idaho,2023,27767,Other System Support
2517,Idaho Public Television,Boise,Idaho,2023,75000,Ready to Learn
2518,Idaho Public Television,Boise,Idaho,2023,1874460,Television Community Service Grant
2519,KBSU,Boise,Idaho,2023,189130,Radio Community Service Grant
2520,KBSW,Boise,Idaho,2023,297307,Radio Community Service Grant
2521,KIYE,Lapwai,Idaho,2023,195684,Radio Community Service Grant
2522,KISU,Pocatello,Idaho,2023,130993,Radio Community Service Grant
2523,WSIU,Carbondale,Illinois,2023,18854,Other System Support
2524,WSIU,Carbondale,Illinois,2023,192577,Radio Community Service Grant
2525,WSIU,Carbondale,Illinois,2023,1167983,Television Community Service Grant
2526,WEIU,Charleston,Illinois,2023,12141,Other System Support
2527,WEIU,Charleston,Illinois,2023,729492,Television Community Service Grant
2528,WBEZ,Chicago,Illinois,2023,1470175,Radio Community Service Grant
2529,WTTW,Chicago,Illinois,2023,57734,Other System Support
2530,WTTW,Chicago,Illinois,2023,3214270,Television Community Service Grant
2531,WNIJ,DeKalb,Illinois,2023,260304,Radio Community Service Grant
2532,WDCB,Glen Ellyn,Illinois,2023,120049,Radio Community Service Grant
2533,WIUM,Macomb,Illinois,2023,158136,Radio Community Service Grant
2534,WQPT,Moline,Illinois,2023,12580,Other System Support
2535,WQPT,Moline,Illinois,2023,757194,Television Community Service Grant
2536,WGLT,Normal,Illinois,2023,145488,Radio Community Service Grant
2537,WCBU,Peoria,Illinois,2023,99914,Radio Community Service Grant
2538,WTVP,Peoria,Illinois,2023,15264,Other System Support
2539,WTVP,Peoria,Illinois,2023,912921,Television Community Service Grant
2540,WGVV,Rock Island,Illinois,2023,145637,Radio Community Service Grant
2541,WVIK,Rock Island,Illinois,2023,128524,Radio Community Service Grant
2542,WUIS,Springfield,Illinois,2023,214229,Radio Community Service Grant
2543,WILL,Urbana,Illinois,2023,20357,Other System Support
2544,WILL,Urbana,Illinois,2023,355154,Radio Community Service Grant
2545,WILL,Urbana,Illinois,2023,1179568,Television Community Service Grant
2546,WFHB,Bloomington,Indiana,2023,91792,Radio Community Service Grant
2547,WFIU,Bloomington,Indiana,2023,183553,Radio Community Service Grant
2548,WTIU,Bloomington,Indiana,2023,18768,Other System Support
2549,WTIU,Bloomington,Indiana,2023,1088496,Television Community Service Grant
2550,WVPE,Elkhart,Indiana,2023,155788,Radio Community Service Grant
2551,WNIN,Evansville,Indiana,2023,11858,Other System Support
2552,WNIN,Evansville,Indiana,2023,87227,Radio Community Service Grant
2553,WNIN,Evansville,Indiana,2023,745289,Television Community Service Grant
2554,WBOI,Fort Wayne,Indiana,2023,118533,Radio Community Service Grant
2555,WFWA,Fort Wayne,Indiana,2023,14379,Other System Support
2556,WFWA,Fort Wayne,Indiana,2023,868644,Television Community Service Grant
2557,WFYI,Indianapolis,Indiana,2023,19703,Other System Support
2558,WFYI,Indianapolis,Indiana,2023,461221,Radio Community Service Grant
2559,WFYI,Indianapolis,Indiana,2023,1022082,Radio Programming
2560,WFYI,Indianapolis,Indiana,2023,75000,Ready to Learn
2561,WFYI,Indianapolis,Indiana,2023,1125910,Television Community Service Grant
2562,WFYI,Indianapolis,Indiana,2023,500000,Television Programming
2563,WLPR,Merrillville,Indiana,2023,95842,Radio Community Service Grant
2564,WYIN,Merrillville,Indiana,2023,8112,Other System Support
2565,WYIN,Merrillville,Indiana,2023,456336,Television Community Service Grant
2566,WBST,Muncie,Indiana,2023,129500,Radio Community Service Grant
2567,WIPB,Muncie,Indiana,2023,15023,Other System Support
2568,WIPB,Muncie,Indiana,2023,50000,Ready to Learn
2569,WIPB,Muncie,Indiana,2023,869189,Television Community Service Grant
2570,WNIT,South Bend,Indiana,2023,15829,Other System Support
2571,WNIT,South Bend,Indiana,2023,943592,Television Community Service Grant
2572,WVUB,Vincennes,Indiana,2023,131810,Radio Community Service Grant
2573,WVUT,Vincennes,Indiana,2023,12128,Other System Support
2574,WVUT,Vincennes,Indiana,2023,774499,Television Community Service Grant
2575,KCCK,Cedar Rapids,Iowa,2023,117814,Radio Community Service Grant
2576,KIWR,Council Bluffs,Iowa,2023,101847,Radio Community Service Grant
2577,WOI,Des Moines,Iowa,2023,749230,Radio Community Service Grant
2578,Iowa PBS,Johnston,Iowa,2023,49942,Other System Support
2579,Iowa PBS,Johnston,Iowa,2023,75000,Ready to Learn
2580,Iowa PBS,Johnston,Iowa,2023,3118643,Television Community Service Grant
2581,KWIT,Sioux City,Iowa,2023,163604,Radio Community Service Grant
2582,KOOD,Bunker Hill,Kansas,2023,12066,Other System Support
2583,KOOD,Bunker Hill,Kansas,2023,861203,Television Community Service Grant
2584,KANZ,Garden City,Kansas,2023,187921,Radio Community Service Grant
2585,KHCC,Hutchinson,Kansas,2023,234886,Radio Community Service Grant
2586,KANU,Lawrence,Kansas,2023,339166,Radio Community Service Grant
2587,KRPS,Pittsburg,Kansas,2023,130343,Radio Community Service Grant
2588,KTWU,Topeka,Kansas,2023,15371,Other System Support
2589,KTWU,Topeka,Kansas,2023,885547,Television Community Service Grant
2590,KMUW,Wichita,Kansas,2023,209573,Radio Community Service Grant
2591,KPTS,Wichita,Kansas,2023,16046,Other System Support
2592,KPTS,Wichita,Kansas,2023,1002256,Television Community Service Grant
2593,WKYU,Bowling Green,Kentucky,2023,12767,Other System Support
2594,WKYU,Bowling Green,Kentucky,2023,217286,Radio Community Service Grant
2595,WKYU,Bowling Green,Kentucky,2023,821537,Television Community Service Grant
2596,Kentucky Network,Lexington,Kentucky,2023,59654,Other System Support
2597,Kentucky Network,Lexington,Kentucky,2023,50000,Ready to Learn
2598,Kentucky Network,Lexington,Kentucky,2023,3837744,Television Community Service Grant
2599,WUKY,Lexington,Kentucky,2023,108438,Radio Community Service Grant
2600,Louisville Public Media,Louisville,Kentucky,2023,117891,Other System Support
2601,Louisville Public Media,Louisville,Kentucky,2023,176836,Radio Programming
2602,WFPK,Louisville,Kentucky,2023,392861,Radio Community Service Grant
2603,WMKY,Morehead,Kentucky,2023,129325,Radio Community Service Grant
2604,WKMS,Murray,Kentucky,2023,202442,Radio Community Service Grant
2605,WEKU,Richmond,Kentucky,2023,214392,Radio Community Service Grant
